x [m],y [m],u [m/s],v [m/s]
0.00571487,0.02299752,-1.585609038,-7.088615937
0.00595823,0.02299752,-1.4822634762,-7.411022307
0.00620159,0.02299752,-1.4130745551,-7.465337217
0.00644495,0.02299752,-1.3443090804,-7.012894473
0.00668831,0.02299752,-1.1081577078,-6.439112433
0.00693167,0.02299752,-0.7330949262,-5.758989678000001
0.007175030000000001,0.02299752,-0.3381628653,-5.001581871
0.00741839,0.02299752,0.007396799436,-4.382741727
0.00766175,0.02299752,0.6310090566000001,-3.7691901
0.00790511,0.02299752,1.652117805,-3.000488868
0.00814847,0.02299752,2.692874223,-2.2569708330000005
0.00839183,0.02299752,3.276278109,-1.862529903
0.008635190000000001,0.02299752,3.525382926,-1.644132555
0.00887855,0.02299752,3.613727169,-1.4402137581
0.00912191,0.02299752,3.186390051,-1.0901347704
0.00936527,0.02299752,4.208857965,-1.2681977840999998
0.00960863,0.02299752,4.598037756,-1.72645668
0.00985199,0.02299752,14.213773899,7.632362790000001
0.01009535,0.02299752,10.221770988,-34.97962338
0.010338710000000001,0.02299752,-10.197019755,-21.06658008
0.010582069999999999,0.02299752,-8.290771749000001,-6.349297383000001
0.01082543,0.02299752,18.36046251,7.885139301000001
0.01106879,0.02299752,25.05398805,-23.25680487
0.01131215,0.02299752,7.202592072000001,-1.4832346347
0.01155551,0.02299752,4.542011721000001,0.1638970281
0.01179887,0.02299752,4.354095213,0.8009800461
0.012042230000000001,0.02299752,5.1614754750000005,0.8381099376000001
0.012285589999999999,0.02299752,5.465667870000001,0.966834297
0.01252895,0.02299752,6.0152508000000005,0.8658421785
0.01277231,0.02299752,6.707289069000001,0.7791871581
0.01301567,0.02299752,7.708678965,-0.10175102145
0.013259030000000002,0.02299752,8.252371062,-1.1301741828
0.01350239,0.02299752,9.849900177000002,-1.7539730910000002
0.013745750000000001,0.02299752,11.317671261,-0.4088032767
0.013989109999999999,0.02299752,11.835445518,0.8998272504000001
0.01423247,0.02299752,11.814060258,0.8485312212
0.014475829999999999,0.02299752,12.837031623,-0.355816656
0.01471919,0.02299752,12.67186167,-1.2528219951
0.014962550000000002,0.02299752,11.280978657,-1.299898314
0.01520591,0.02299752,10.759923603,-1.7649896940000005
0.015449270000000001,0.02299752,11.005289802,-2.186653482
0.01569263,0.02299752,11.232073944,-1.7883918
0.01593599,0.02299752,11.621271987,-0.6456821436000001
0.01617935,0.02299752,12.733075836,0.3993884388
0.01642271,0.02299752,14.037394176,0.7807982013000001
0.01666607,0.02299752,14.669962866,0.9869867865
0.01690943,0.02299752,14.375369502000002,1.0173322575
0.01715279,0.02299752,13.067253225000002,0.6827911974
0.01739615,0.02299752,11.11641102,-0.3696706845
0.01763951,0.02299752,9.534320055000002,-1.1550639789
0.01788287,0.02299752,10.128054573000002,-1.4161153383
0.01812623,0.02299752,12.569721957,-1.3730801643
0.01836959,0.02299752,13.438101924,-0.8050167801
0.01861295,0.02299752,12.764994021,0.2313796914
0.01885631,0.02299752,12.699486072,0.934166259
0.01909967,0.02299752,13.602336462000002,0.9125236458
0.01934303,0.02299752,14.431575015000002,0.5497718382
0.01958639,0.02299752,15.260405940000002,0.7197992568
0.01982975,0.02299752,16.559020529999998,0.7173575955
0.02007311,0.02299752,17.52044463,0.3292817463
0.02031647,0.02299752,17.382064050000004,-0.6751499976
0.02055983,0.02299752,16.40790918,-1.2659518755
0.020803190000000003,0.02299752,15.774914610000002,-2.165922252
0.02104655,0.02299752,15.58793808,-2.7648053550000005
0.021289910000000002,0.02299752,15.357065489999998,-2.357800965
0.02153327,0.02299752,14.824504071000002,-1.0040206176
0.02177663,0.02299752,13.965114735,-0.13311767664
0.02201999,0.02299752,13.728419757,0.449385534
0.02226335,0.02299752,14.268526857,0.5944687047
0.022506710000000003,0.02299752,14.629924062,0.5769648846000001
0.02275007,0.02299752,14.7375774,0.5401182033
0.022993430000000002,0.02299752,14.711467914,0.6721216866
0.02323679,0.02299752,15.022270575,0.3633460623
0.02348015,0.02299752,14.757782364,0.6829530318
0.02372351,0.02299752,13.882078782,0.9291757059
0.02396687,0.02299752,13.714875252,0.7923609954
0.02421023,0.02299752,14.70461733,0.3210820353
0.02445359,0.02299752,15.36991794,0.7887431448000001
0.024696950000000002,0.02299752,15.135142464,1.3722413328
0.02494031,0.02299752,14.775225192000002,1.310227425
0.025183670000000002,0.02299752,14.511698253,0.7273753578
0.02542703,0.02299752,14.093913015,0.4648959315
0.02567039,0.02299752,13.463726211,-0.1522032759
0.02591375,0.02299752,12.852667503,-1.1517883533000002
0.02615711,0.02299752,12.189450663,-1.973009259
0.026400470000000002,0.02299752,11.372416614,-2.049655491
0.02664383,0.02299752,10.738695006000002,-0.898778673
0.026887190000000002,0.02299752,9.663481854000002,-1.0046361663
0.02713055,0.02299752,8.227528569,-1.6925322960000002
0.02737391,0.02299752,6.527949480000001,-2.0690999550000004
0.02761727,0.02299752,5.720018616,-1.1045196279
0.02786063,0.02299752,6.004124685000001,-1.0231172289
0.028103990000000002,0.02299752,6.45787701,-0.5383856322
0.02834735,0.02299752,5.999138847,0.3469635234
0.028590710000000002,0.02299752,5.980978106999999,1.0377147222
0.02883407,0.02299752,6.78848157,1.195448202
0.02907743,0.02299752,6.325203222000001,1.0800163179000002
0.02932079,0.02299752,7.872490664999999,0.6177657096
0.02956415,0.02299752,10.412420733,-0.08468573607
0.029807510000000002,0.02299752,11.846440827,-0.9518960997
0.03005087,0.02299752,11.755451565,-1.0298131272000002
0.030294230000000002,0.02299752,12.392511768,-1.5278079960000002
0.03053759,0.02299752,11.929227336000002,-4.908516444000001
0.03078095,0.02299752,12.741444378000002,-9.166858623
0.03102431,0.02299752,11.346115482,-11.737631529000002
0.03126767,0.02299752,8.635638726,-10.777521573
0.03151103,0.02299752,6.1650753840000005,-8.335239705
0.03175439,0.02299752,6.276389769000001,-5.344285986
0.03199775,0.02299752,5.483589813,-3.994120143
0.032241109999999996,0.02299752,7.209275346,-3.0644241030000003
0.03248447,0.02299752,8.607059136,-2.7366333930000004
0.03272783,0.02299752,8.108443395,-2.32489413
0.03297119,0.02299752,7.606721772,-2.8033703100000005
0.03321455,0.02299752,9.284844114,-2.394644148
0.03345791,0.02299752,10.047195171,-0.9219649491
0.03370127,0.02299752,10.459223424,0.9761697387
0.033944629999999996,0.02299752,10.863047403,1.2524034159
0.03418799,0.02299752,9.951849765,1.1748702888
0.03443135,0.02299752,7.932484989,0.3387878442
0.03467471,0.02299752,6.8702718240000005,-0.6506434935000001
0.03491807,0.02299752,6.664815144,-1.3866724287
0.03516143,0.02299752,6.184174581000001,-1.3906141002
0.03540479,0.02299752,5.609260917,-1.2640510818
0.035648149999999997,0.02299752,5.1448083570000005,-0.6267383928000001
0.03589151,0.02299752,4.423466502,0.6282771885
0.03613487,0.02299752,3.992346657,2.5951317210000004
0.03637823,0.02299752,3.786520374,4.406177295
0.036621589999999996,0.02299752,3.696550182,5.5283026500000005
0.03686495,0.02299752,3.450371769,5.775573141000001
0.03710831,0.02299752,3.794502582,6.271332444000001
0.03735167,0.02299752,4.711572801,7.216442298
0.037595029999999995,0.02299752,-2.811557853,-4.004420355
0.03783839,0.02299752,-2.370610827,-18.73995201
0.03808175,0.02299752,0.958957038,-26.634352680000003
0.038325109999999996,0.02299752,5.472428715,-25.97370633
0.03856847,0.02299752,11.555878113000002,-16.980991560000003
0.03881183,0.02299752,-9.653170995,-20.23034949
0.03905519,0.02299752,23.91043941,15.165215676000004
0.039298549999999995,0.02299752,35.8730892,26.39065806
0.03954191,0.02299752,22.32575514,16.915360409999998
0.03978527,0.02299752,-14.911998075,-12.148888635000002
0.040028629999999996,0.02299752,12.651563925,5.572478574000001
0.04027199,0.02299752,12.9745863,5.213975832000001
0.04051535,0.02299752,13.764800556,5.502806127
0.04075871,0.02299752,14.511135483,5.9135080680000005
0.041002069999999995,0.02299752,13.835875365,5.541590106
0.04124543,0.02299752,14.1142716,4.692951198
0.04148879,0.02299752,14.802449571,4.81416273
0.041732149999999996,0.02299752,15.141317724000002,5.397270021000001
0.04197551,0.02299752,15.52615506,7.074602964
0.04221887,0.02299752,15.856683569999998,8.286065775
0.04246223,0.02299752,16.15340025,8.752672071
0.042705589999999995,0.02299752,15.63232086,7.629669098999999
0.04294895,0.02299752,15.99920127,6.135660765000001
