x [m],y [m],u [m/s],v [m/s]
0.00571487,0.02299752,18.55718865,-11.972102805
0.00595823,0.02299752,17.9205741,-13.37042655
0.00620159,0.02299752,16.13539161,-13.529196135
0.00644495,0.02299752,12.591140679000002,-11.302071885
0.00668831,0.02299752,9.726550119,-8.385161967
0.00693167,0.02299752,11.186302491,-9.721463895
0.007175030000000001,0.02299752,0.14747337657,7.355910393
0.00741839,0.02299752,16.415711910000002,-12.635254242
0.00766175,0.02299752,20.74595328,-17.99457075
0.00790511,0.02299752,16.44873282,-13.286085579
0.00814847,0.02299752,2.279251962,7.116938478
0.00839183,0.02299752,8.791293303,3.675829599
0.008635190000000001,0.02299752,3.86986509,14.805762309
0.00887855,0.02299752,2.50431129,16.858672740000003
0.00912191,0.02299752,3.849439581,12.460422897
0.00936527,0.02299752,11.179302849,0.7210371987
0.00960863,0.02299752,16.631557020000002,-10.155493413000002
0.00985199,0.02299752,14.872304538000002,-9.076305888
0.01009535,0.02299752,13.285233819,-8.560072404
0.010338710000000001,0.02299752,13.452288291,-9.362339064
0.010582069999999999,0.02299752,10.399283856000002,-9.034221339
0.01082543,0.02299752,9.98655138,-10.163029968000002
0.01106879,0.02299752,11.725944165,-11.951079543
0.01131215,0.02299752,10.475061597000002,-11.929084362
0.01155551,0.02299752,11.327215536,-14.319170073
0.01179887,0.02299752,9.514183536,-14.550249519
0.012042230000000001,0.02299752,8.150439726,-14.961155274
0.012285589999999999,0.02299752,6.384894867,-14.889931407
0.01252895,0.02299752,9.115346916000002,-14.214389904
0.01277231,0.02299752,10.813870431,-13.280289048000002
0.01301567,0.02299752,14.254486506,-13.017845061
0.013259030000000002,0.02299752,15.403030110000005,-13.241818395
0.01350239,0.02299752,15.45468327,-13.252270707
0.013745750000000001,0.02299752,15.091339185,-13.35220497
0.013989109999999999,0.02299752,15.23826018,-12.9677418
0.01423247,0.02299752,15.80534982,-12.10930461
0.014475829999999999,0.02299752,14.532172434,-10.804306383
0.01471919,0.02299752,12.869658594,-9.625336695
0.014962550000000002,0.02299752,11.853724896,-9.795378411000002
0.01520591,0.02299752,11.572186275,-11.028868344
0.015449270000000001,0.02299752,11.756348955,-12.520033929
0.01569263,0.02299752,11.293081254,-12.574178487
0.01593599,0.02299752,10.781112654,-12.162862062000002
0.01617935,0.02299752,8.617087089,-11.884123602
0.01642271,0.02299752,7.843118634,-10.865578347
0.01666607,0.02299752,7.138957995,-9.725582763000002
0.01690943,0.02299752,7.255714518,-10.026760536
0.01715279,0.02299752,5.37176133,-11.247320448000002
0.01739615,0.02299752,3.575437515,-12.512547567
0.01763951,0.02299752,2.290791789,-14.0619492
0.01788287,0.02299752,3.420367002,-15.058223973
0.01812623,0.02299752,5.706781353000001,-13.49478351
0.01836959,0.02299752,6.956550549000001,-13.22619012
0.01861295,0.02299752,7.511729238,-13.874966586
0.01885631,0.02299752,7.258292613,-15.058517526
0.01909967,0.02299752,5.867669691000001,-13.834114047
0.01934303,0.02299752,3.996515718,-14.081045355
0.01958639,0.02299752,3.1701123090000003,-14.228582355000002
0.01982975,0.02299752,2.5237542330000005,-13.985471799
0.02007311,0.02299752,2.891822544,-13.426241166
0.02031647,0.02299752,4.593712032,-12.767342445
0.02055983,0.02299752,6.364057167000001,-12.469999113
0.020803190000000003,0.02299752,8.009669655,-11.639443374
0.02104655,0.02299752,8.563316697000001,-10.743693012
0.021289910000000002,0.02299752,9.569120535,-10.502115624000002
0.02153327,0.02299752,9.282139776,-11.578197267
0.02177663,0.02299752,8.807762691,-11.468758275
0.02201999,0.02299752,8.908008759000001,-10.861888401000002
0.02226335,0.02299752,10.742649606,-9.910907487
0.022506710000000003,0.02299752,12.056848362,-8.872604442
0.02275007,0.02299752,12.224213118000002,-7.462343889000001
0.022993430000000002,0.02299752,11.4224058,-7.515191034
0.02323679,0.02299752,11.571649362000002,-8.634371733000002
0.02348015,0.02299752,13.173527016,-10.174496787
0.02372351,0.02299752,13.07498751,-8.829099279000001
0.02396687,0.02299752,11.201040981,-6.633525132000001
0.02421023,0.02299752,10.138535784,-5.728327839
0.02445359,0.02299752,11.817745641000002,-8.721068733
0.024696950000000002,0.02299752,12.349072008,-10.059560901
0.02494031,0.02299752,10.57312503,-9.701806491
0.025183670000000002,0.02299752,8.299753254,-7.413509142
0.02542703,0.02299752,8.337988152000001,-5.4709989750000005
0.02567039,0.02299752,11.606061987,-5.910893469
0.02591375,0.02299752,14.525612361000002,-8.315380008
0.02615711,0.02299752,14.971095009,-10.5765777
0.026400470000000002,0.02299752,13.181769315000002,-11.369301606
0.02664383,0.02299752,10.584264834,-11.747466315
0.026887190000000002,0.02299752,9.363111732,-12.07313523
0.02713055,0.02299752,9.531230904,-12.408809283
0.02737391,0.02299752,10.199857941,-12.843520209
0.02761727,0.02299752,11.421931248,-12.73180428
0.02786063,0.02299752,12.498352074,-12.734990775
0.028103990000000002,0.02299752,12.668917014000002,-12.824198946
0.02834735,0.02299752,11.216967372,-12.347704629
0.028590710000000002,0.02299752,10.630675107,-11.546557425
0.02883407,0.02299752,8.272449783,-10.367248554
0.02907743,0.02299752,8.250323796000002,-9.99999702
0.02932079,0.02299752,9.878835681,-10.175912838
0.02956415,0.02299752,12.110086404,-10.850511321
0.029807510000000002,0.02299752,11.485775223000005,-10.519051959000002
0.03005087,0.02299752,10.999073475,-9.991611747
0.030294230000000002,0.02299752,10.797872553,-8.165654288999999
0.03053759,0.02299752,11.786329386000002,-7.387880292
0.03078095,0.02299752,11.857740336,-7.928352432
0.03102431,0.02299752,12.32957583,-8.99204553
0.03126767,0.02299752,13.28999607,-9.045609066
0.03151103,0.02299752,13.876662501,-10.278361314
0.03175439,0.02299752,12.548973996,-11.327131881
0.03199775,0.02299752,11.499683247000002,-11.434140315
0.032241109999999996,0.02299752,11.732758245,-11.991722184
0.03248447,0.02299752,12.91916106,-12.338572545
0.03272783,0.02299752,13.924035567,-11.251834776000004
0.03297119,0.02299752,14.60120454,-8.204272479
0.03321455,0.02299752,14.928756453000002,-6.050684016
0.03345791,0.02299752,14.366354535,-5.538023361
0.03370127,0.02299752,14.156044344,-6.303501594000001
0.033944629999999996,0.02299752,13.898768715,-5.293988037
0.03418799,0.02299752,14.057004429,-4.520022624
0.03443135,0.02299752,-5.246158671,-11.826468576
0.03467471,0.02299752,13.848790176,17.63289216
0.03491807,0.02299752,20.42319708,27.088432020000003
0.03516143,0.02299752,14.285005371,15.74866215
0.03540479,0.02299752,-3.934989747000001,-14.574751308000002
0.035648149999999997,0.02299752,15.87309516,-6.427575648
0.03589151,0.02299752,15.70651524,-3.954053961
0.03613487,0.02299752,15.40792773,-2.9133796770000004
0.03637823,0.02299752,15.67927413,-3.190075434
0.036621589999999996,0.02299752,15.71638653,-2.841480486
0.03686495,0.02299752,15.90810858,-1.970180199
