x [m],y [m],u [m/s],v [m/s]
0.00571487,0.02299752,1.7808385140000005,-0.4692572469
0.00595823,0.02299752,2.979336321,-1.3498239222
0.00620159,0.02299752,3.475133649,-1.704177072
0.00644495,0.02299752,3.338629983,-1.5159230541000002
0.00668831,0.02299752,2.348311446,-1.2609897651
0.00693167,0.02299752,2.8699825050000003,-2.440449063
0.007175030000000001,0.02299752,2.630601441,-3.3172112610000006
0.00741839,0.02299752,2.386812519,-4.491529731
0.00766175,0.02299752,1.88454942,-5.559215454
0.00790511,0.02299752,1.3374005463000005,-6.039837765000001
0.00814847,0.02299752,1.2031884189000002,-5.7055189230000005
0.00839183,0.02299752,1.528521345,-5.319305082
0.008635190000000001,0.02299752,1.7999879040000002,-5.180323707000001
0.00887855,0.02299752,1.975747059,-5.014933209
0.00912191,0.02299752,2.2740166800000003,-4.667033357999999
0.00936527,0.02299752,2.8114468200000005,-4.236315057
0.00960863,0.02299752,3.203793333,-4.075134687
0.00985199,0.02299752,3.4120881990000003,-4.23219771
0.01009535,0.02299752,3.531912579,-4.452198192000001
0.010338710000000001,0.02299752,3.642781311,-4.4474389830000005
0.010582069999999999,0.02299752,3.0972123000000003,-3.616817841
0.01082543,0.02299752,2.097775368,-3.097808532
0.01106879,0.02299752,2.618704179,-3.997413108000001
0.01131215,0.02299752,4.781627019,-5.296083975
0.01155551,0.02299752,4.286380293,-4.27143951
0.01179887,0.02299752,3.313182132,-3.057813837
0.012042230000000001,0.02299752,2.849360787,-3.1219072560000005
0.012285589999999999,0.02299752,5.094344619,-4.664537397
0.01252895,0.02299752,7.296262857,-6.611225751000001
0.01277231,0.02299752,10.050526161,-6.910920549
0.01301567,0.02299752,9.0721566,-5.353243155
0.013259030000000002,0.02299752,7.483815846,-4.042469691
0.01350239,0.02299752,6.022601793000001,-3.6003773520000006
0.013745750000000001,0.02299752,5.402263464000001,-2.878605054
0.013989109999999999,0.02299752,4.511617578,-2.3719249710000003
0.01423247,0.02299752,4.120766208000001,-2.312137503
0.014475829999999999,0.02299752,4.078772919,-2.677515165
0.01471919,0.02299752,3.862066923,-3.021464979
0.014962550000000002,0.02299752,3.966475968,-3.0176442270000003
0.01520591,0.02299752,4.206574944000001,-2.986116939
0.015449270000000001,0.02299752,4.334224869000001,-2.9058628950000003
0.01569263,0.02299752,4.482584730000001,-2.526539184
0.01593599,0.02299752,4.931983953,-1.7932224960000005
0.01617935,0.02299752,5.571435168,-1.2267423207
0.01642271,0.02299752,6.180612399,-1.0759966191
0.01666607,0.02299752,6.683150799,-1.0920970125
0.01690943,0.02299752,6.656323401000001,-0.9151549758
0.01715279,0.02299752,6.864799266,-0.5593240224
0.01739615,0.02299752,7.049562741000001,-0.2884118679
0.01763951,0.02299752,7.174710621000001,-0.1113431319
0.01788287,0.02299752,7.274406087,-0.0793190092499999
0.01812623,0.02299752,7.444741356,-0.11447295444
0.01836959,0.02299752,7.086478932,-0.3676085127
0.01861295,0.02299752,6.834044646000001,-0.7987945211999999
0.01885631,0.02299752,6.705673767,-1.6113899880000002
0.01909967,0.02299752,6.329166948,-2.178957222
0.01934303,0.02299752,7.310075058,-2.587657527
0.01958639,0.02299752,8.389145466,-3.50117469
0.01982975,0.02299752,10.010584701,-4.773923154
0.02007311,0.02299752,11.1439107,-5.411237364
0.02031647,0.02299752,12.596438322,-5.919379128
0.02055983,0.02299752,12.717599661,-5.347693026
0.020803190000000003,0.02299752,12.991184973,-4.811590719000001
0.02104655,0.02299752,13.304708703,-4.716447606
0.021289910000000002,0.02299752,13.390362297,-4.575849408
0.02153327,0.02299752,13.154981463,-5.122346229000001
0.02177663,0.02299752,13.173812964,-5.8347081
0.02201999,0.02299752,11.163589398000004,-5.073619473000001
0.02226335,0.02299752,28.54659951,-10.431390645
0.022506710000000003,0.02299752,34.157690190000004,-20.42570673
0.02275007,0.02299752,28.314616590000004,-17.205202170000003
0.022993430000000002,0.02299752,10.13109201,-7.480411848
0.02323679,0.02299752,11.714892579,-2.3883274350000003
0.02348015,0.02299752,10.779912585000002,-5.499919269
0.02372351,0.02299752,11.272932567000002,-4.004893386
