x [m],y [m],u [m/s],v [m/s]
0.00571487,0.02299752,6.176084382,-9.763257933000002
0.00595823,0.02299752,5.3877926700000005,-8.11669482
0.00620159,0.02299752,3.997849635,-5.985988281
0.00644495,0.02299752,1.4768722917,-3.656298438
0.00668831,0.02299752,0.9234800172,-2.317220685
0.00693167,0.02299752,2.010413691,-2.139723027
0.007175030000000001,0.02299752,3.461120676,-2.886422994
0.00741839,0.02299752,3.538110654,-2.795316615
0.00766175,0.02299752,3.51033111,-2.821035204
0.00790511,0.02299752,3.3439854240000004,-3.005047305
0.00814847,0.02299752,2.986564113,-3.375290646
0.00839183,0.02299752,2.448198558,-3.897539685
0.008635190000000001,0.02299752,1.867184163,-4.353731694
0.00887855,0.02299752,1.8621603,-4.845539439
0.00912191,0.02299752,2.342701998,-5.73182766
0.00936527,0.02299752,2.870756694,-5.836877046000001
0.00960863,0.02299752,3.017457144,-7.6302486
0.00985199,0.02299752,2.383750746,-9.604645011
0.01009535,0.02299752,1.2770530461,-11.073672441
0.010338710000000001,0.02299752,0.4684873167,-10.453475565
0.010582069999999999,0.02299752,0.6308215173,-9.354563712
0.01082543,0.02299752,1.0412609336999998,-8.903365145999999
0.01106879,0.02299752,1.746798534,-8.600289165000001
0.01131215,0.02299752,2.412070245,-8.419427055000002
0.01155551,0.02299752,2.92752954,-7.886102093999999
0.01179887,0.02299752,2.482001262,-9.16893783
0.012042230000000001,0.02299752,2.068982838,-10.043036757
0.012285589999999999,0.02299752,1.5512359590000002,-11.371525308
0.01252895,0.02299752,1.1289058209,-12.417389244000002
0.01277231,0.02299752,0.4247191728,-14.364940005
0.01301567,0.02299752,0.3408953418000001,-15.08886756
0.013259030000000002,0.02299752,0.3950671257,-14.905121634
0.01350239,0.02299752,-0.03069257841,-14.467577085
0.013745750000000001,0.02299752,-0.49365576,-14.81233455
0.013989109999999999,0.02299752,-0.9467567928,-15.030304497
0.01423247,0.02299752,-1.64979828,-15.4512306
0.014475829999999999,0.02299752,-2.185599429,-15.79716684
0.01471919,0.02299752,-2.223037323,-15.872456340000005
0.014962550000000002,0.02299752,-1.877528484,-15.59470653
0.01520591,0.02299752,-1.666748304,-14.871291552000002
0.015449270000000001,0.02299752,-1.0719775287,-14.45599467
0.01569263,0.02299752,-0.8474354928000001,-14.518912356
0.01593599,0.02299752,-0.4078491534,-14.579309745
0.01617935,0.02299752,-0.11578542534,-14.385789873
